2880,五大陸博物館,"Museum Fünf Kontinente ",S350a,MFK-S350a,漆Ⅰ,Tür5 Fach4,竹梅小禽蒔絵茶箱,box for small tea set,,漆器,,江戸,,,,,1,9.5 ,16.7 ,10.7 ,,,,,,長方形、面取、印籠蓋造、合口を玉縁とする,木,黒漆地、薄肉高蒔絵、付描、描割、切金、赤漆,面取部菊唐草、蓋裏楼閣山水図,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S350a,2金の葉文様の方形で黒い塗りの容れ物,2 viereckige schwarze Dosen mit goldenem Laubwerk ,日高薫,2010/10,勝田徹:日高薫,,,,,11,hd-1,350,a
2881,五大陸博物館,"Museum Fünf Kontinente ",S352,MFK-S352,漆Ⅰ,Tür5 Fach4,紋散蒔絵茶箱,box for small tea set,,漆器,,江戸,,,,,1,11.4 ,18.5 ,12.0 ,,,,,,長方形、削面取、印籠蓋造、合口を玉縁とする,木,梨地、平蒔絵、付描、描割、絵梨地,さまざまな丸紋を散らす,蓋裏に「五ツ」朱漆書,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S352,1蒔絵で紋が表された角箱,1 viereckige Dose von Goldlack  mit Wappen ,日高薫,2010/10,勝田徹:日高薫,,,,,12,hd-1,352,
2882,五大陸博物館,"Museum Fünf Kontinente ",S351,MFK-S351,漆Ⅰ,Tür5 Fach4,扇散蒔絵茶箱,box for small tea set,,漆器,,江戸,,,,,1,10.2 ,16.8 ,11.3 ,,,,,,長方形、削面取、印籠蓋造、合口を玉縁とする,木,梨地、平蒔絵、薄肉高蒔絵、付描、描割、絵梨地、切金,楼閣山水、菊散団扇、やぶれ紗彩形、流水紅葉、梅樹、葱草、波千鳥、芦田鶴、房紐、蓋裏はメヒシバに鈴虫,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S351,1 古い蒔絵による扇形の角箱,1 viereckige Dose von altem Goldlack mit Faechern ,日高薫,2010/10,勝田徹:日高薫,,,,,13,hd-1,351,
2883,五大陸博物館,"Museum Fünf Kontinente ",S386,MFK-S386,漆Ⅰ,Tür5 Fach4,酢漿草唐草蒔絵沈箱,incense box,,漆器,,江戸,,,,,1,13.8 ,11.6 ,10.7 ,,,,,,長方形、削面取、被蓋造、懸子1枚（指孔付）,木,梨地、薄肉高蒔絵、付描、描割、面取、漆金蒔絵,,,,かたばみ紋紐金具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S386,1 赤い紐のついた蒔絵小箱,1 goldenes Lackkaestchen mit rothen Baendern,日高薫,2010/10,勝田徹:日高薫,,,,,14,hd-1,386,
2884,五大陸博物館,"Museum Fünf Kontinente ",S343,MFK-S343,漆Ⅰ,Tür5 Fach4,松に孔雀蒔絵硯箱,inkstone box,,漆器,,江戸,,,,,1,24.1 ,21.0 ,,,,,,,隅丸、方形、被蓋造,木,梨地。高蒔絵、付描、描割、針描,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S343,1筆記用具が入った小型の同上の品,1 kleinere do mit Schreibgeraethschaften,日高薫,2010/10,勝田徹:日高薫,,,,,15,hd-1,343,
2885,五大陸博物館,"Museum Fünf Kontinente ",S344,MFK-S344,漆Ⅰ,Tür5 Fach4,牡丹尾長鳥蒔絵料紙箱,stationary box,,漆器,,江戸,,,,,1,40.8 ,31.6 ,15.7 ,,,,,,隅丸、方形、印籠蓋造、合口は玉縁,木,梨地、高蒔絵、付描、金貝（すず）、朱金,（蓋表）牡丹、かきつばた、（側面）さるとりいばら、水仙、桔梗、牡丹、しょうぶ、菊、鉄線,,,魚々子地唐草文ん紐金具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S344,1 装身具を保存するための赤い絹で包まれた大型の蒔絵の容れ物,1 kleinere do mit Schreibgeraethschaften,日高薫,2010/10,勝田徹:日高薫,,,,,16,hd-1,344,
2886,五大陸博物館,"Museum Fünf Kontinente ",S1578,MFK-S1578,漆Ⅰ,Tür5 Fach3,鼈甲地波に魚介蒔絵箱,box,,漆器,,江戸,,,,,1,19.4 ,6.5 ,3.6 ,,,,,,隅丸、長方形、被蓋造の箱,べっ甲,地蒔なし、平蒔絵、象嵌（貝、象牙）、,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1578,,,日高薫,2010/10,勝田徹:日高薫,,,,,17,hd-1,1578,
2887,五大陸博物館,"Museum Fünf Kontinente ",S357,MFK-S357,漆Ⅰ,Tür5 Fach3,富士山松鷹蒔絵文箱,letter box,,漆器,,江戸,,,,,1,30.5 ,11.6 ,9.0 ,,,,,,隅丸、長方形、被蓋造,木,黒漆地、平蒔絵、高蒔絵、付描、極込,松、蔦、鷹、富士,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S357,1鷹とFusian富士山 が表された黒塗りの容れ物,1 schwarze Dose mit einem Falken und dem Vulkan Fusian ,日高薫,2010/10,勝田徹:日高薫,,,,,18,hd-1,357,
2888,五大陸博物館,"Museum Fünf Kontinente ",S338,MFK-S338,漆Ⅰ,Tür5 Fach3,梅月蒔絵硯箱,inkstone box,,漆器,,江戸,,,,,1,24.3 ,21.4 ,5.3 ,,,,,,隅丸、方形、被蓋造,木,黒漆地、高蒔絵、螺鈿、金貝、切金、朱金（蓋裏）,蓋裏には果実（柿？）の枝,,,筆、墨、水滴（銀製巻貝形）,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S338,1 小型の桃花文様の筆記用具箱,1 kleines mit Pfirsichblüthen verziertes Schreibgeraethschaftenkästchen ,日高薫,2010/10,勝田徹:日高薫,,,,,19,hd-1,338,
2889,五大陸博物館,"Museum Fünf Kontinente ",S407,MFK-S407,漆Ⅰ,Tür5 Fach3,桐唐草蒔絵櫛箱,comb box,,漆器,,江戸,19c,,,,1,18.5 ,15.6 ,14.3 ,,,,,,隅丸、方形、被蓋造の箱、懸子1枚,木,黒漆地、平蒔絵、付描、描割、絵梨地,,,,渡金魚々子地桐紋紐具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S407,1 黒い漆塗りでその上に [?] [S. 22] 金のアラベスク文様と家紋が表された角箱,1 viereckige Dose  schwarz lackirt auf [?] [S. 22] goldenen Arabesken und Wappen.,日高薫,2010/10,勝田徹:日高薫,,,,,20,hd-1,407,
2890,五大陸博物館,"Museum Fünf Kontinente ",S1678,MFK-S1678,漆Ⅰ,Tür5 Fach3,菊蝶蒔絵短冊箱,tanzaku poem paper box,,漆器,,江戸,,,,,1,24.0 ,8.4 ,4.8 ,,,,,,隅丸、方形、被蓋造,木,黒漆地、平蒔絵、薄肉高蒔絵、付描、描割、絵梨地、朱金,野菊と蝶,,,桔梗花形紐金具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1678,,,日高薫,2010/10,勝田徹:日高薫,,,,,21,hd-1,1678,
2891,五大陸博物館,"Museum Fünf Kontinente ",S514b,MFK-S514b,漆Ⅰ,Tür5 Fach3,藤鳥蒔絵大平,large flat bowl and lid,,漆器,,江戸,,,,,1 ,21.8 ,21.8 ,―,,,,,,正方形の蓋付椀,木,黒漆地、平蒔絵、付描,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S514b,3 甘いもののための蓋付鉢,3 Schüsseln mit Deckeln für Zuckerspeisen ,日高薫,2010/10,勝田徹:日高薫,,,,,22,hd-1,514,b
2892,五大陸博物館,"Museum Fünf Kontinente ",S367,MFK-S367,漆Ⅰ,Tür5 Fach3,牡丹唐草文貝桶（雛道具）,miniature doll furnishing,,漆器,,江戸,,,,,1,14.5 ,14.5 ,17.4 ,,,,,,八角形、印籠蓋造、合口は玉縁,木,むら梨地、平蒔絵、付描,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S367,2 小型の蒔絵の太鼓,2 kleine goldverlackte Trommeln ,日高薫,2010/10,勝田徹:日高薫,,,,,23,hd-1,367,
2893,五大陸博物館,"Museum Fünf Kontinente ",S402,MFK-S402,漆Ⅰ,Tür5 Fach3,芦雁蒔絵削刃箱,box for razors,,漆器,,江戸,,,,,1,22.7 ,7.4 ,7.0 ,,,,,,長方形、削面取、身の内部に仕切り板を掛け、仕切り板上部を立ち上がりとして蓋をのせる,木,黒漆地、平蒔絵、付描、描割、黒漆,竹に雀紋入り,,,菊花形紐金具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S402,1野鴨が表された同上の品、そして赤い  絹に包まれている,1 do mit wilder Gans und  rother Seide zugebunden ,日高薫,2010/10,勝田徹:日高薫,,,,,24,hd-1,402,
2894,五大陸博物館,"Museum Fünf Kontinente ",S572,MFK-S572,漆Ⅰ,Tür5 Fach3,梶葉紋透彫春慶塗刀掛,,,漆器,,江戸,19c,,,,1,13.4 ,24.1 ,27.8 ,,,,,,,木,春慶塗、赤漆塗,,,,菊花形紐金具,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S572,1 小短刀二本を載せる短刀立て,1 Gestell mit 2 kleinen Dolchen,日高薫,2010/10,勝田徹:日高薫,,,,,25,hd-1,572,
2895,五大陸博物館,"Museum Fünf Kontinente ",S494,MFK-S494,漆Ⅰ,Tür5 Fach2,唐草蒔絵六角大平,large flat bowl and lid,,漆器,,江戸,,,,,1 ,26.8 ,30.7 ,12.0 ,,,,,,六角形、被蓋造の椀,木,赤漆塗、平蒔絵、描割、黒漆,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S494,1金彩装飾を施した六角形の茶色い漆箱,1 sechseckige Dose brauner Lack mit Goldverzierung,日高薫,2010/10,勝田徹:日高薫,,,破損部ありｆｔ,,26,hd-1,494,
2896,五大陸博物館,"Museum Fünf Kontinente ",S463a,MFK-S463a,漆Ⅰ,Tür5 Fach2,宝珠蒔絵盆（大）,tray,,漆器,,江戸,,,,,1 ,25.1 ,22.4 ,3.7 ,,,,,,隅丸方形の盆,木,黒漆地、平蒔絵、（付描）、金貝（金、すず？）,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S463a,2 装飾を伴う黒漆塗りの盆,2 schwarz lackirte Praesentirteller mit Verzierungen,日高薫,2010/10,勝田徹:日高薫,,,,,27,hd-1,463,a
2897,五大陸博物館,"Museum Fünf Kontinente ",S463b,MFK-S463b,漆Ⅰ,Tür5 Fach2,宝珠蒔絵盆（小）,tray,,漆器,,江戸,,,,,1 ,23.6 ,20.9 ,3.7 ,,,,,,隅丸方形の盆,木,黒漆地、平蒔絵、（付描）、金貝（金、すず？）,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S463b,2 装飾を伴う黒漆塗りの盆,2 schwarz lackirte Praesentirteller mit Verzierungen,日高薫,2010/10,勝田徹:日高薫,,,,,28,hd-1,463,b
2898,五大陸博物館,"Museum Fünf Kontinente ",S2182,MFK-S2182,漆Ⅰ,Tür5 Fach1,市松文碁盤,Go board,,漆器,,江戸,,,,,1 ,39.9 ,43.8 ,24.8 ,,,,,,内部に仕切りあり（一部は後補か？）,木,木地、金貝,脚部に梅花文、蓋裏は桐鳳凰,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S2182,,,日高薫,2010/10,勝田徹:日高薫,,,著しく破損,,30,hd-1,2182,
2900,五大陸博物館,"Museum Fünf Kontinente ",S337,MFK-S337,漆Ⅱ,Tür1 Fach6,松竹蒔絵料紙箱,stationary box,,漆器,,江戸,19c,,,,1,42.5 ,33.3 ,17.8 ,,,,,,隅丸長方形、印籠蓋造,木,黒漆地、高蒔絵、付描、針描（蓋裏）、金貝,蓋裏は松笠,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S337,1紙を入れる大型の黒漆の竹 [ワーグナー により「pampu」から「竹」に訂正されている] [S. 18]および樅枝文様の容れ物,1 große schwarz lackirte mit Pampu [von W zu „Bambu“ verbessert] [S. 18] und Tannenzweigen verzierte Papierdose,日高薫,2010/10,勝田徹:日高薫,,,,,32,hd-1,337,
2901,五大陸博物館,"Museum Fünf Kontinente ",S511,MFK-S511,漆Ⅱ,Tür1 Fach5,鷹蒔絵方盆,tray,,漆器,,江戸,,,,,1 ,28.2 ,28.3 ,3.3 ,,,,,,隅丸方形,木,黒漆地、薄肉高蒔絵、消粉蒔絵？、漆絵（赤、緑）,芦、流れと鳥（猛禽）,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S511,1 金の羽虫文様を表した黒塗りの方形盆,1 viereckiger schwarzer Praesentirteller mit goldenen Fliegen,日高薫,2010/10,勝田徹:日高薫,,,,,34,hd-1,511,
2902,五大陸博物館,"Museum Fünf Kontinente ",S475d,MFK-S475d,漆Ⅱ,Tür1 Fach5,烏瓜蒔絵盆,tray,,漆器,,江戸,,,,,1 ,31.0 ,45.1 ,3.7 ,,,,,,,木,黒漆地、薄肉高蒔絵、朱漆（印）,,「素絢　山口崇　印」,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S475d,4蒔絵の盆,4 Praesentirteller  schwarz lackirt mit goldenen Verzierungen ,日高薫,2010/10,勝田徹:日高薫,,,,,35,hd-1,475,d
2903,五大陸博物館,"Museum Fünf Kontinente ",S475c,MFK-S475c,漆Ⅱ,Tür1 Fach5,荒磯波蒔絵盆,tray,,漆器,,江戸,17～18c,,,,1 ,19.1 ,26.2 ,3.4 ,,,,,,入隅長方形の盆、四脚をくり出した高台をつける,木,黒漆地、薄肉高蒔絵、付描、描割、（針描）？、切金,岩、波、雲、霞、月、海松貝,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S475c,4蒔絵の盆,4 Praesentirteller  schwarz lackirt mit goldenen Verzierungen ,日高薫,2010/10,勝田徹:日高薫,,,,,36,hd-1,475,c
2904,五大陸博物館,"Museum Fünf Kontinente ",S362a,MFK-S362a,漆Ⅱ,Tür1 Fach5,流水水草蒔絵方盆,tray,,漆器,,江戸,18～19c,,,,1,18.9 ,20.2 ,2.6 ,,,,,,方形の盆、四脚をつける,木,梨地、平蒔絵、付描、描割,沢潟、河骨、水葵など,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S362a,3香を炊く道具を置く蒔絵の盆,3 Praesentirteller von Goldlack  eines enthaelt Instrumente zum Brennen von Räucherwerk ,日高薫,2010/10,勝田徹:日高薫,,,,,37,hd-1,362,a
2905,五大陸博物館,"Museum Fünf Kontinente ",S362,MFK-S362,漆Ⅱ,Tür1 Fach5,竹梅蒔絵方皿,tray,,漆器,,江戸,18c,,,,1,8.6 ,16.0 ,2.2 ,,,,,,方形四脚付の小盆,木,梨地、薄肉高蒔絵、付描、描割、切金,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S362,3香を炊く道具を置く蒔絵の盆,3 Praesentirteller von Goldlack  eines enthaelt Instrumente zum Brennen von Räucherwerk ,日高薫,2010/10,勝田徹:日高薫,,,,,38,hd-1,362,
2906,五大陸博物館,"Museum Fünf Kontinente ",S362b,MFK-S362b,漆Ⅱ,Tür1 Fach5,梅蒔絵方皿,tray,,漆器,,江戸,18c,,,,1,10.5 ,18.3 ,1.6 ,,,,,,四脚付の長方形盆,木,黒漆地、平蒔絵、付描、絵梨地,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S362b,3香を炊く道具を置く蒔絵の盆,3 Praesentirteller von Goldlack  eines enthaelt Instrumente zum Brennen von Räucherwerk ,日高薫,2010/10,勝田徹:日高薫,,,,,39,hd-1,362,b
2907,五大陸博物館,"Museum Fünf Kontinente ",S545,MFK-S545,漆Ⅱ,Tür1 Fach4,赤漆塗蓋付椀,cup,,漆器,,江戸,,,,,1,,,,,9.0 ,9.0 ,3.7 ,,,木,赤漆,なし,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S545,5 小型の赤い同上の品を伴う同上の品,5 kleine rothe do [mit] do,日高薫,2010/10,勝田徹:日高薫,,,,,40,hd-1,545,
2908,五大陸博物館,"Museum Fünf Kontinente ",S545a,MFK-S545a,漆Ⅱ,Tür1 Fach4,赤漆塗蓋付椀,cup with lid,,漆器,,江戸,,,,,1,,,,,9.0 ,9.0 ,3.7 ,,,木,赤漆,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S545a,5 小型の赤い同上の品を伴う同上の品,5 kleine rothe do [mit] do,日高薫,2010/10,勝田徹:日高薫,,,,,40,hd-1,545,a
2909,五大陸博物館,"Museum Fünf Kontinente ",S545b,MFK-S545b,漆Ⅱ,Tür1 Fach4,赤漆塗蓋付椀,cup with lid,,漆器,,江戸,,,,,1,,,,,9.0 ,9.0 ,3.7 ,,,木,赤漆,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S545b,5 小型の赤い同上の品を伴う同上の品,5 kleine rothe do [mit] do,日高薫,2010/10,勝田徹:日高薫,,,,,40,hd-1,545,b
2910,五大陸博物館,"Museum Fünf Kontinente ",S545c,MFK-S545c,漆Ⅱ,Tür1 Fach4,赤漆塗蓋付椀,cup with lid,,漆器,,江戸,,,,,1,,,,,9.0 ,9.0 ,3.7 ,,,木,赤漆,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S545c,5 小型の赤い同上の品を伴う同上の品,5 kleine rothe do [mit] do,日高薫,2010/10,勝田徹:日高薫,,,,,40,hd-1,545,c
2911,五大陸博物館,"Museum Fünf Kontinente ",S545d,MFK-S545d,漆Ⅱ,Tür1 Fach4,赤漆塗蓋付椀,cup with lid,,漆器,,江戸,,,,,1,,,,,9.0 ,9.0 ,3.7 ,,,木,赤漆,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S545d,5 小型の赤い同上の品を伴う同上の品,5 kleine rothe do [mit] do,日高薫,2010/10,勝田徹:日高薫,,,,,40,hd-1,545,d
2912,五大陸博物館,"Museum Fünf Kontinente ",S534,MFK-S534,漆Ⅱ,Tür1 Fach4,緑漆塗蒔絵蓋付椀,cup with lid,,漆器,,江戸,,,,,1 ,,,,,11.0 ,,4.5 ,,,木,緑漆地、消粉蒔絵,萩芒5客、高砂（鶴、亀、松、箒）3、椿3、箙の梅2、扇に梅花2、もみじ2,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S534,29 蓋に様々な漆細工が施された食事用の深鉢,29 Eßschüsseln von verschiedener Lackarbeit bei Deckel,日高薫,2010/10,勝田徹:日高薫,,,蓋と身が入れ替わっているものあり,,41,hd-1,534,
2913,五大陸博物館,"Museum Fünf Kontinente ",S534a,MFK-S534a,漆Ⅱ,Tür1 Fach4,緑漆塗蒔絵蓋付椀,cup with lid,,漆器,,江戸,,,,,1 ,,,,,,10.8～9,4.7～4.8,,,木,緑漆地、消粉蒔絵,萩芒5客、高砂（鶴、亀、松、箒）3、椿3、箙の梅2、扇に梅花2、もみじ2,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S534a,29 蓋に様々な漆細工が施された食事用の深鉢,29 Eßschüsseln von verschiedener Lackarbeit bei Deckel,日高薫,2010/10,勝田徹:日高薫,,,蓋と身が入れ替わっているものあり,,41,hd-1,534,a
2914,五大陸博物館,"Museum Fünf Kontinente ",S534b,MFK-S534b,漆Ⅱ,Tür1 Fach4,緑漆塗蒔絵蓋付椀,cup with lid,,漆器,,江戸,,,,,1 ,,,,,,11.5～11.8,4.5～4.7,,,木,緑漆地、消粉蒔絵,萩芒5客、高砂（鶴、亀、松、箒）3、椿3、箙の梅2、扇に梅花2、もみじ2,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S534b,29 蓋に様々な漆細工が施された食事用の深鉢,29 Eßschüsseln von verschiedener Lackarbeit bei Deckel,日高薫,2010/10,勝田徹:日高薫,,,蓋と身が入れ替わっているものあり,,41,hd-1,534,b
2915,五大陸博物館,"Museum Fünf Kontinente ",S534c,MFK-S534c,漆Ⅱ,Tür1 Fach4,緑漆塗蒔絵蓋付椀,cup with lid,,漆器,,江戸,,,,,1 ,,,,,,11.2 ,4.6～4.8,,,木,緑漆地、消粉蒔絵,萩芒5客、高砂（鶴、亀、松、箒）3、椿3、箙の梅2、扇に梅花2、もみじ2,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S534c,29 蓋に様々な漆細工が施された食事用の深鉢,29 Eßschüsseln von verschiedener Lackarbeit bei Deckel,日高薫,2010/10,勝田徹:日高薫,,,蓋と身が入れ替わっているものあり,,41,hd-1,534,c
